bus_id,gpsX,gpsY,address_1,address_2,arsId,station_name
2227,127.071263851,37.5409809431,광진구,화양동,104000139,건대입구역사거리.건대병원
2227,127.0735881785,37.5459043941,광진구,화양동,104000141,어린이대공원역.화양천주교회
2227,127.0770314953,37.5520458638,광진구,능동,104000047,어린이대공원앞
2227,127.0786346746,37.5551766839,광진구,능동,104000048,능동사거리.군자역
2227,127.0811551751,37.5598402672,광진구,중곡동,104000020,중곡2동주민센터앞
2227,127.0828471665,37.5630899336,광진구,중곡동,104000021,중곡동성당앞
2227,127.0833601348,37.5638882429,광진구,중곡동,104000022,종합의료복합단지
2227,127.0845454928,37.5660464177,광진구,중곡동,104000040,중곡역.국립정신건강센터
2227,127.0855902354,37.5679334531,광진구,중곡동,104000039,용곡삼거리
2412,127.0628993085,37.5366067526,광진구,자양동,104000128,노룬산시장앞
2412,127.066874712,37.5355719112,광진구,자양동,104000107,국민은행신자양지점
2412,127.0692877009,37.5349118182,광진구,자양동,104000108,신양초등학교앞
2412,127.0713601174,37.53431586,광진구,자양동,104000120,자양고교앞
2412,127.0735184639,37.5336864713,광진구,자양동,104000117,자양우성아파트앞
2412,127.0768712862,37.5327003382,광진구,자양동,104000097,자양미소약국.자양골목시장
2412,127.0807386521,37.5315308364,광진구,자양동,104000098,국민은행자양지점앞
2412,127.0846733447,37.5319732231,광진구,자양동,104000100,자양아파트앞
2412,127.0846079653,37.5321922367,광진구,자양동,104000094,자양아파트앞
2412,127.081413066,37.531572725,광진구,자양동,104000092,국민은행자양지점앞
2412,127.077319,37.53275,광진구,자양동,104000090,자양미소약국.자양골목시장
2412,127.0734066984,37.533946958,광진구,자양동,104000118,자양우성아파트앞
2412,127.0711714016,37.5345790942,광진구,자양동,104000119,자양고교앞
2412,127.0673127049,37.5356635743,광진구,자양동,104000122,국민은행신자양지점
2412,127.0629447386,37.5368058708,광진구,자양동,104000126,노룬산시장앞
2415,127.0750132783,37.5303694922,광진구,자양동,104000096,신자초등학교앞
2415,127.0768712862,37.5327003382,광진구,자양동,104000097,자양미소약국.자양골목시장
2415,127.0807386521,37.5315308364,광진구,자양동,104000098,국민은행자양지점앞
2415,127.0846733447,37.5319732231,광진구,자양동,104000100,자양아파트앞
2415,127.0846079653,37.5321922367,광진구,자양동,104000094,자양아파트앞
2415,127.081413066,37.531572725,광진구,자양동,104000092,국민은행자양지점앞
2415,127.077319,37.53275,광진구,자양동,104000090,자양미소약국.자양골목시장
2415,127.074922,37.530768,광진구,자양동,104000116,신자초등학교앞
3212,127.094065214,37.5368302384,광진구,구의동,104000069,테크노마트앞.강변역
3212,127.0942542588,37.5395847398,광진구,구의동,104000064,현대아파트앞
3214,127.0966658921,37.5379617179,광진구,구의동,104000070,현대2단지
3214,127.094065214,37.5368302384,광진구,구의동,104000069,테크노마트앞.강변역
3214,127.0942542588,37.5395847398,광진구,구의동,104000064,현대아파트앞
3216,127.0858514017,37.5321201527,광진구,자양동,104000101,자양동잠실대교북단
3216,127.0844077778,37.5352822425,광진구,자양동,104000291,동서울우편집중국앞
3216,127.0835191184,37.538986382,광진구,구의동,104000055,광진구청
